,city,country,subcountry,geonameid
2933,arica,chile,arica y parinacota,3899361
2934,arauco,chile,biobío,3899462
2935,antofagasta,chile,antofagasta,3899539
2936,angol,chile,araucanía,3899629
2937,ancud,chile,los lagos,3899695
2938,las animas,chile,los lagos,6458708
2939,la pintana,chile,santiago metropolitan,7281017
2940,lo prado,chile,santiago metropolitan,7281020
2941,yaoundé,cameroon,centre,2220957
2942,yagoua,cameroon,far north,2221030
2943,wum,cameroon,north-west province,2221053
2944,tonga,cameroon,west,2221394
2945,tiko,cameroon,south-west province,2221504
2946,tibati,cameroon,adamaoua,2221530
2947,tcholliré,cameroon,north province,2221607
2948,sangmélima,cameroon,south province,2222230
2949,penja,cameroon,littoral,2222623
2950,obala,cameroon,centre,2223293
2951,nkoteng,cameroon,centre,2223734
2952,nkongsamba,cameroon,littoral,2223763
2953,ngaoundéré,cameroon,adamaoua,2224827
2954,nanga eboko,cameroon,centre,2225457
2955,muyuka,cameroon,south-west province,2225726
2956,mutengene,cameroon,south-west province,2225728
2957,mora,cameroon,far north,2225991
2958,mokolo,cameroon,far north,2226275
2959,melong,cameroon,littoral,2227230
2960,meïganga,cameroon,adamaoua,2227402
2961,mbouda,cameroon,west,2227613
2962,mbanga,cameroon,littoral,2228005
2963,mbandjok,cameroon,centre,2228028
2964,mbalmayo,cameroon,centre,2228079
2965,maroua,cameroon,far north,2228373
2966,manjo,cameroon,littoral,2228499
2967,mamfe,cameroon,south-west province,2228675
2968,loum,cameroon,littoral,2229152
2969,lolodorf,cameroon,south province,2229267
2970,limbe,cameroon,south-west province,2229411
2971,lagdo,cameroon,north province,2229681
2972,kumbo,cameroon,north-west province,2229748
2973,kumba,cameroon,south-west province,2229752
2974,kribi,cameroon,south province,2229761
2975,kousséri,cameroon,far north,2229798
2976,kaélé,cameroon,far north,2230599
2977,guider,cameroon,north province,2230876
2978,garoua boulaï,cameroon,east,2231319
2979,garoua,cameroon,north province,2231320
2980,fundong,cameroon,north-west province,2231482
2981,foumbot,cameroon,west,2231504
2982,foumban,cameroon,west,2231506
2983,fontem,cameroon,south-west province,2231564
2984,eséka,cameroon,centre,2231881
2985,edéa,cameroon,littoral,2232239
2986,ébolowa,cameroon,south province,2232283
2987,dschang,cameroon,west,2232444
2988,douala,cameroon,littoral,2232593
2989,dizangué,cameroon,littoral,2232997
2990,buea,cameroon,south-west province,2233410
2991,bogo,cameroon,far north,2233805
2992,bertoua,cameroon,east,2234359
2993,bélabo,cameroon,east,2234536
2994,batouri,cameroon,east,2234663
2995,banyo,cameroon,adamaoua,2234794
2996,bangangté,cameroon,west,2234865
2997,bamusso,cameroon,south-west province,2234941
2998,bamenda,cameroon,north-west province,2234974
2999,bali,cameroon,north-west province,2235029
3000,bafoussam,cameroon,west,2235189
3001,bafia,cameroon,centre,2235194
3002,bafang,cameroon,west,2235196
3003,akonolinga,cameroon,centre,2235776
3004,idenao,cameroon,south-west province,2594800
3005,rikaze,china,tibet autonomous region,1279715
3006,jiuquan,china,gansu sheng,1279945
3007,shache,china,xinjiang uygur zizhiqu,1280037
3008,qamdo,china,tibet autonomous region,1280281
3009,nagqu,china,tibet autonomous region,1280517
3010,lhasa,china,tibet autonomous region,1280737
3011,laojunmiao,china,gansu sheng,1280757
3012,kashgar,china,xinjiang uygur zizhiqu,1280849
3013,jiayuguan,china,gansu sheng,1280957
3014,hotan,china,xinjiang uygur zizhiqu,1281019
3015,dêqên,china,tibet autonomous region,1281368
3016,ürümqi,china,xinjiang uygur zizhiqu,1529102
3017,laochenglu,china,xinjiang uygur zizhiqu,1529114
3018,shihezi,china,xinjiang uygur zizhiqu,1529195
3019,kuche,china,xinjiang uygur zizhiqu,1529363
3020,sayibage,china,xinjiang uygur zizhiqu,1529376
3021,hoxtolgay,china,xinjiang uygur zizhiqu,1529452
3022,hami,china,xinjiang uygur zizhiqu,1529484
3023,changji,china,xinjiang uygur zizhiqu,1529569
3024,baijiantan,china,xinjiang uygur zizhiqu,1529626
3025,aral,china,xinjiang uygur zizhiqu,1529641
3026,altay,china,xinjiang uygur zizhiqu,1529651
3027,yingbazha,china,xinjiang uygur zizhiqu,1529660
3028,zunyi,china,guizhou sheng,1783621
3029,zoucheng,china,shandong sheng,1783633
3030,yanjiang,china,sichuan,1783683
3031,zigong,china,sichuan,1783745
3032,zhuzhou,china,hunan,1783763
3033,zhumadian,china,henan sheng,1783873
3034,zhujiajiao,china,shanghai shi,1783920
3035,shangqiu,china,henan sheng,1783934
3036,zhuji,china,zhejiang sheng,1783940
3037,mizhou,china,shandong sheng,1783988
3038,zhuanghe,china,liaoning,1784055
3039,zhouzhuang,china,jiangsu,1784074
3040,zhoukou,china,henan sheng,1784130
3041,zhoucun,china,shandong sheng,1784178
3042,yuxi,china,yunnan,1784185
3043,zhongxing,china,jiangsu,1784253
3044,zhongshu,china,yunnan,1784310
3045,zhicheng,china,zhejiang sheng,1784553
3046,zhicheng,china,hubei,1784554
3047,zhenzhou,china,jiangsu,1784580
3048,zhenjiang,china,jiangsu,1784642
3049,zhaobaoshan,china,zhejiang sheng,1784647
3050,zhengzhou,china,henan sheng,1784658
3051,xinghua,china,jiangsu,1784820
3052,zhaotong,china,yunnan,1784841
3053,zhaoqing,china,guangdong,1784853
3054,zhaogezhuang,china,hebei,1784929
3055,luofeng,china,shandong sheng,1784953
3056,zhanjiang,china,guangdong,1784990
3057,zhangzhou,china,fujian,1785018
3058,zhangye,china,gansu sheng,1785036
3059,zibo,china,shandong sheng,1785286
3060,anyang,china,henan sheng,1785294
3061,zaozhuang,china,shandong sheng,1785453
3062,zaoyang,china,hubei,1785462
3063,yuyao,china,zhejiang sheng,1785545
3064,yingchuan,china,henan sheng,1785566
3065,yuxia,china,shaanxi,1785572
3066,kunshan,china,jiangsu,1785623
3067,yunyang,china,henan sheng,1785655
3068,yunmeng chengguanzhen,china,hubei,1785698
3069,jinghong,china,yunnan,1785710
3070,pizhou,china,jiangsu,1785716
3071,yunfu,china,guangdong,1785725
3072,yuncheng,china,shanxi sheng,1785738
3073,yulin,china,shaanxi,1785777
3074,yulin,china,guangxi zhuangzu zizhiqu,1785781
3075,yudong,china,chongqing shi,1785964
3076,yuci,china,shanxi sheng,1785974
3077,yucheng,china,shandong sheng,1785980
3078,yuanping,china,shanxi sheng,1786060
3079,qianjiang,china,hubei,1786067
3080,heyuan,china,guangdong,1786112
3081,yongfeng,china,hunan,1786357
3082,yongchuan,china,chongqing shi,1786378
3083,yishui,china,shandong sheng,1786455
3084,zhongxiang,china,hubei,1786546
3085,yingshang chengguanzhen,china,anhui sheng,1786587
3086,chengzhong,china,hubei,1786640
3087,yinchuan,china,ningxia huizu zizhiqu,1786657
3088,yima,china,henan sheng,1786676
3089,yigou,china,henan sheng,1786720
3090,qingzhou,china,shandong sheng,1786731
3091,yichun,china,jiangxi sheng,1786746
3092,yicheng,china,hubei,1786759
3093,yicheng,china,jiangsu,1786760
3094,yichang,china,hubei,1786764
3095,yibin,china,sichuan,1786770
3096,yatou,china,shandong sheng,1786855
3097,yashan,china,guangxi zhuangzu zizhiqu,1786867
3098,yanzhou,china,shandong sheng,1787031
3099,yantai,china,shandong sheng,1787093
3100,yanliang,china,shaanxi,1787144
3101,yangzhou,china,jiangsu,1787227
3102,yangshuo,china,guangxi zhuangzu zizhiqu,1787323
3103,zhangjiagang,china,jiangsu,1787331
3104,yangquan,china,shanxi sheng,1787351
3105,yangliuqing,china,tianjin shi,1787437
3106,yanggu,china,shandong sheng,1787601
3107,yangcun,china,tianjin shi,1787646
3108,yancheng,china,jiangsu,1787746
3109,tongshan,china,jiangsu,1787824
3110,xucheng,china,guangdong,1787837
3111,shangrao,china,jiangxi sheng,1787858
3112,xunchang,china,sichuan,1787901
3113,jiangguanchi,china,henan sheng,1788046
3114,xuanzhou,china,anhui sheng,1788081
3115,xixiang,china,henan sheng,1788206
3116,xiuying,china,hainan,1788245
3117,xiulin,china,hubei,1788268
3118,xiongzhou,china,guangdong,1788402
3119,guixi,china,jiangxi sheng,1788406
3120,xinzhou,china,shanxi sheng,1788450
3121,xinzhou,china,hubei,1788452
3122,xinzhi,china,shanxi sheng,1788462
3123,xinyu,china,jiangxi sheng,1788508
3124,hancheng,china,henan sheng,1788522
3125,xinyang,china,henan sheng,1788534
3126,nangandao,china,henan sheng,1788572
3127,xintai,china,shandong sheng,1788618
3128,xinshi,china,hubei,1788638
3129,xinpu,china,jiangsu,1788694
3130,xinji,china,hebei,1788816
3131,xining,china,qinghai sheng,1788852
3132,shangmei,china,hunan,1788869
3133,xingtai,china,hebei,1788927
3134,ankang,china,shaanxi,1789065
3135,xindian,china,shandong sheng,1789118
3136,xindi,china,hubei,1789137
3137,feicheng,china,shandong sheng,1789176
3138,sanshui,china,guangdong,1789273
3139,ximei,china,fujian,1789289
3140,wacheng,china,henan sheng,1789427
3141,xihe,china,hubei,1789462
3142,xichang,china,sichuan,1789647
3143,xiazhuang,china,shandong sheng,1789693
3144,xiazhen,china,shandong sheng,1789703
3145,xiashi,china,zhejiang sheng,1789799
3146,zijinglu,china,henan sheng,1789897
3147,xiaoweizhai,china,guizhou sheng,1789945
3148,xiaoshan,china,zhejiang sheng,1789998
3149,xiaolingwei,china,jiangsu,1790100
3150,xiaogan,china,hubei,1790254
3151,xianyang,china,shaanxi,1790353
3152,xiantao,china,hubei,1790371
3153,xianshuigu,china,tianjin shi,1790379
3154,xiannü,china,jiangsu,1790392
3155,xianning,china,hubei,1790396
3156,xianju,china,zhejiang sheng,1790413
3157,zhuhai,china,guangdong,1790437
3158,wenxing,china,hunan,1790451
3159,xiangxiang,china,hunan,1790471
3160,xiangtan,china,hunan,1790492
3161,xiangyang,china,hubei,1790587
3162,xiangcheng chengguanzhen,china,henan sheng,1790601
3163,xi’an,china,shaanxi,1790630
3164,xiamen,china,fujian,1790645
3165,wuzhou,china,guangxi zhuangzu zizhiqu,1790840
3166,wuyang,china,anhui sheng,1790885
3167,wuxue,china,hubei,1790894
3168,wuxi,china,jiangsu,1790923
3169,dongyang,china,zhejiang sheng,1791056
3170,changde,china,hunan,1791121
3171,wuhu,china,anhui sheng,1791236
3172,wuhan,china,hubei,1791247
3173,wuhai,china,inner mongolia,1791249
3174,wuda,china,inner mongolia,1791325
3175,wucheng,china,anhui sheng,1791347
3176,wenzhou,china,zhejiang sheng,1791388
3177,wenshang,china,shandong sheng,1791428
3178,wenling,china,zhejiang sheng,1791464
3179,tianfu,china,shandong sheng,1791536
3180,weinan,china,shaanxi,1791636
3181,weihai,china,shandong sheng,1791673
3182,weifang,china,shandong sheng,1791681
3183,wanxian,china,chongqing shi,1791748
3184,wanning,china,hainan,1791779
3185,yinzhu,china,shandong sheng,1792087
3186,wafangdian,china,liaoning,1792260
3187,huangshan,china,anhui sheng,1792359
3188,loushanguan,china,guizhou sheng,1792516
3189,tongzhou,china,beijing,1792520
3190,fuding,china,fujian,1792585
3191,tongren,china,guizhou sheng,1792592
3192,wusong,china,anhui sheng,1792621
3193,tongchuan,china,sichuan,1792692
3194,tianshui,china,gansu sheng,1792892
3195,tianpeng,china,sichuan,1792916
3196,tianjin,china,tianjin shi,1792947
3197,tengzhou,china,shandong sheng,1793036
3198,taozhuang,china,shandong sheng,1793089
3199,tantou,china,fujian,1793230
3200,tangzhai,china,anhui sheng,1793286
3201,tangshan,china,hebei,1793346
3202,tangping,china,guangdong,1793364
3203,tangjiazhuang,china,hebei,1793385
3204,binhe,china,henan sheng,1793419
3205,tanggu,china,tianjin shi,1793424
3206,taizhou,china,jiangsu,1793505
3207,taiyuan,china,shanxi sheng,1793511
3208,taixing,china,jiangsu,1793533
3209,taishan,china,guangdong,1793700
3210,tai’an,china,shandong sheng,1793724
3211,suzhou,china,anhui sheng,1793743
3212,suozhen,china,shandong sheng,1793774
3213,suizhou,china,hubei,1793879
3214,suixi,china,anhui sheng,1793889
3215,suicheng,china,jiangsu,1793899
3216,suining,china,sichuan,1793900
3217,songjiang,china,shanghai shi,1794035
3218,sishui,china,shandong sheng,1794140
3219,laixi,china,shandong sheng,1794479
3220,shouguang,china,shandong sheng,1794794
3221,shizuishan,china,ningxia huizu zizhiqu,1794806
3222,shizilu,china,shandong sheng,1794825
3223,shiyan,china,hubei,1794903
3224,shiyan,china,hubei,1794904
3225,shiwan,china,guangdong,1794947
3226,shitanjing,china,ningxia huizu zizhiqu,1794971
3227,shiqiao,china,guangdong,1795055
3228,shiqi,china,guangdong,1795060
3229,shima,china,fujian,1795166
3230,shilong,china,guangdong,1795184
3231,tongchuan,china,shaanxi,1795196
3232,shijiazhuang,china,hebei,1795270
3233,shenzhen,china,guangdong,1795565
3234,yanta,china,shandong sheng,1795579
3235,shenjiamen,china,zhejiang sheng,1795632
3236,shashi,china,hubei,1795816
3237,shaping,china,guangdong,1795842
3238,shaoxing,china,zhejiang sheng,1795855
3239,shaowu,china,fujian,1795857
3240,shaoguan,china,guangdong,1795874
3241,shancheng,china,shandong sheng,1795919
3242,shanwei,china,guangdong,1795928
3243,shantou,china,guangdong,1795940
3244,shanting,china,shandong sheng,1795941
3245,shanghai,china,shanghai shi,1796236
3246,shahecheng,china,hebei,1796421
3247,sanya,china,hainan,1796556
3248,sanming,china,fujian,1796663
3249,runing,china,henan sheng,1797038
3250,fuqing,china,fujian,1797120
3251,jieyang,china,guangdong,1797121
3252,rizhao,china,shandong sheng,1797132
3253,renqiu,china,hebei,1797181
3254,quzhou,china,zhejiang sheng,1797264
3255,qujing,china,yunnan,1797318
3256,qufu,china,shandong sheng,1797333
3257,quanzhou,china,fujian,1797353
3258,wuxi,china,hunan,1797417
3259,zhuangyuan,china,shandong sheng,1797438
3260,qiongshan,china,hainan,1797535
3261,qionghu,china,hunan,1797543
3262,qinzhou,china,guangxi zhuangzu zizhiqu,1797551
3263,qinnan,china,jiangsu,1797575
3264,qinhuangdao,china,hebei,1797595
3265,jinjiang,china,fujian,1797658
3266,qingquan,china,hubei,1797793
3267,huai'an,china,jiangsu,1797873
3268,qingdao,china,shandong sheng,1797929
3269,qingyuan,china,guangdong,1797945
3270,hongqiao,china,hunan,1798082
3271,puyang chengguanzhen,china,henan sheng,1798422
3272,puyang,china,zhejiang sheng,1798425
3273,putian,china,fujian,1798449
3274,puqi,china,hubei,1798473
3275,pumiao,china,guangxi zhuangzu zizhiqu,1798480
3276,pulandian,china,liaoning,1798490
3277,poyang,china,jiangxi sheng,1798548
3278,pingyin,china,shandong sheng,1798632
3279,pingyi,china,shandong sheng,1798634
3280,gutao,china,shanxi sheng,1798636
3281,pingxiang,china,jiangxi sheng,1798654
3282,pingshan,china,guangdong,1798713
3283,pingnan,china,guangxi zhuangzu zizhiqu,1798733
3284,pingliang,china,gansu sheng,1798760
3285,pingdu,china,shandong sheng,1798821
3286,pingdingshan,china,henan sheng,1798827
3287,pengcheng,china,hebei,1798946
3288,dadukou,china,sichuan,1798998
3289,ningyang,china,shandong sheng,1799348
3290,yutan,china,hunan,1799352
3291,ninghai,china,shandong sheng,1799383
3292,ninghai,china,zhejiang sheng,1799384
3293,ningbo,china,zhejiang sheng,1799397
3294,neijiang,china,sichuan,1799491
3295,nanzhou,china,hunan,1799552
3296,nanzhang chengguanzhen,china,hubei,1799574
3297,nanyang,china,henan sheng,1799629
3298,nantong,china,jiangsu,1799722
3299,pucheng,china,fujian,1799832
3300,nanping,china,fujian,1799846
3301,nanning,china,guangxi zhuangzu zizhiqu,1799869
3302,nanma,china,shandong sheng,1799897
3303,nanlong,china,sichuan,1799908
3304,nanjing,china,jiangsu,1799962
3305,nangong,china,hebei,1800065
3306,nanfeng,china,guangdong,1800088
3307,nandu,china,guangxi zhuangzu zizhiqu,1800101
3308,nanding,china,shandong sheng,1800107
3309,nanchong,china,sichuan,1800146
3310,nanchang,china,jiangxi sheng,1800163
3311,miyang,china,yunnan,1800430
3312,mingshui,china,shandong sheng,1800498
3313,mingguang,china,anhui sheng,1800519
3314,minggang,china,henan sheng,1800521
3315,mianyang,china,sichuan,1800627
3316,mentougou,china,beijing,1800657
3317,mengyin,china,shandong sheng,1800675
3318,mengcheng chengguanzhen,china,anhui sheng,1800764
3319,meizhou,china,guangdong,1800779
3320,wuchuan,china,guangdong,1800829
3321,majie,china,yunnan,1801401
3322,zhijiang,china,hubei,1801455
3323,macheng,china,hubei,1801582
3324,maba,china,guangdong,1801615
3325,lüshun,china,liaoning,1801722
3326,luqiao,china,zhejiang sheng,1801757
3327,luoyang,china,henan sheng,1801792
3328,luoyang,china,fujian,1801797
3329,luoyang,china,guangdong,1801799
3330,luorong,china,guangxi zhuangzu zizhiqu,1801850
3331,luohe,china,henan sheng,1801934
3332,luocheng,china,sichuan,1801983
3333,lucheng,china,anhui sheng,1802068
3334,kangding,china,sichuan,1802171
3335,lubu,china,guangdong,1802177
3336,luancheng,china,hebei,1802204
3337,loudi,china,hunan,1802238
3338,longquan,china,yunnan,1802476
3339,longgang,china,shandong sheng,1802550
3340,licheng,china,jiangsu,1802788
3341,guankou,china,hunan,1802875
3342,puning,china,guangdong,1802940
