"","country_name","country_text_id","country_id","COWcode","year","v2x_corr","v2x_EDcomp_thick","v2x_freexp","v2x_civlib","v2x_accountability","v2xps_party","v2xcs_ccsi","v2xme_altinf","v2x_feduni","v2x_rule","v2x_frassoc_thick","v2xel_frefair","v2x_elecoff","v2x_pubcorr","v2x_execorr","v2mecenefm","v2meharjrn","v2meslfcen","v2cldiscm","v2cldiscw","v2clacfree","v2x_clpriv","v2x_clphy","v2x_clpol","v2x_veracc","v2x_horacc","v2x_diagacc","v2psorgs","v2psprbrch","v2psprlnks","v2psplats","v2pscohesv","v2csprtcpt","v2cseeorgs","v2csreprss","v2mebias","v2mecrit","v2merange","v2ellocgov","v2elreggov","v2ellocelc","v2elsrgel","v2ellocpwr","v2elrgpwr","v2juhccomp","v2jucomp","v2juhcind","v2juncind","v2exrescon","v2clrspct","v2cltrnslw","v2clacjstm","v2clacjstw","v2juaccnt","v2jucorrdc","v2excrptps","v2exthftps","v2exbribe","v2exembez","v2lgcrrpt"
"1","Afghanistan","AFG",36,700,1981,0.567730458960892,0.131479618910794,0.10011956580435,0.0949562287553884,-1.09429041250879,0.176246856021103,0.0601653924815567,0.141733141849551,0,0.234652006130782,0.0634343456786779,0,0,0.550674689134142,0.506888233252798,-2.31973927655334,-2.3146356037088,-1.63755145376811,-2.11211837331942,-0.964461782636961,-0.834963376606279,0.0612543727115481,0.121560039283604,0.0856066763298079,-1.12873742958282,-0.768042500435517,-1.20654081026506,-1.45199262215456,-0.924308223790246,-1.09120112584981,-0.429789945063334,-0.528177601867277,-2.21617781821522,-2.65721313705836,-1.27546884204945,-1.61014266530004,-1.68719155319538,-1.06357440771013,1,1,0,0,-2.12604805597568,-1.95234201807836,-1.45219440633858,0.0431839059819165,-0.915053652773493,-1.10840304936856,-2.04177695951232,-0.722544231799311,-1.26687776349097,-1.40697599280544,-0.431104162061924,-1.29830373358114,-0.694803314555787,-0.226478506843004,-0.439557202541937,0.000736277273823131,-0.150609089980977,0.0654471144091214
"2","Afghanistan","AFG",36,700,1982,0.567730458960892,0.131479618910794,0.0993672485087662,0.0944472943750717,-1.09465830833347,0.176246856021103,0.0601653924815567,0.141733141849551,0,0.244268079339258,0.0634343456786779,0,0,0.550674689134142,0.506888233252798,-2.31973927655334,-2.3146356037088,-1.63755145376811,-2.11211837331942,-0.964461782636961,-1.16767902278898,0.0612543727115481,0.123678952869987,0.0821387476281783,-1.1208652303643,-0.754083084604474,-1.21152116120463,-1.45199262215456,-0.924308223790246,-1.09120112584981,-0.429789945063334,-0.528177601867277,-2.21617781821522,-2.65721313705836,-1.27546884204945,-1.61014266530004,-1.68719155319538,-1.06357440771013,1,1,0,0,-2.12604805597568,-1.95234201807836,-1.45219440633858,0.472867044402045,-0.915053652773493,-1.10840304936856,-2.04177695951232,-0.722544231799311,-1.26687776349097,-1.40697599280544,-0.431104162061924,-1.29830373358114,-0.694803314555787,-0.226478506843004,-0.439557202541937,0.000736277273823131,-0.150609089980977,0.0654471144091214
"3","Afghanistan","AFG",36,700,1983,0.567730458960892,0.131479618910794,0.10404659664631,0.0978160373531135,-1.09642679480655,0.176246856021103,0.0601653924815567,0.141733141849551,0,0.244268079339258,0.0634343456786779,0,0,0.550674689134142,0.506888233252798,-2.31973927655334,-2.3146356037088,-1.63755145376811,-2.11211837331942,-0.964461782636961,-0.83757367693893,0.0612543727115481,0.123678952869987,0.0897531761304848,-1.12826650634328,-0.752299332846849,-1.20395975474717,-1.45199262215456,-0.924308223790246,-1.09120112584981,-0.429789945063334,-0.528177601867277,-2.21617781821522,-2.65721313705836,-1.27546884204945,-1.61014266530004,-1.68719155319538,-1.06357440771013,1,1,0,0,-2.12604805597568,-1.95234201807836,-1.45219440633858,0.472867044402045,-0.915053652773493,-1.10840304936856,-2.04177695951232,-0.722544231799311,-1.26687776349097,-1.40697599280544,-0.431104162061924,-1.29830373358114,-0.694803314555787,-0.226478506843004,-0.439557202541937,0.000736277273823131,-0.150609089980977,0.0654471144091214
"4","Afghanistan","AFG",36,700,1984,0.567730458960892,0.133090053114625,0.10404659664631,0.095427562382026,-1.09001769080717,0.176246856021103,0.0601653924815567,0.141733141849551,0,0.244268079339258,0.0649187470989192,0,0,0.550674689134142,0.506888233252798,-2.31973927655334,-2.3146356037088,-1.63755145376811,-2.11211837331942,-0.964461782636961,-0.83757367693893,0.0612543727115481,0.123678952869987,0.0864185670846118,-1.12593606682313,-0.747754736620611,-1.21168153836366,-1.45199262215456,-0.924308223790246,-1.09120112584981,-0.429789945063334,-0.528177601867277,-2.21617781821522,-2.65721313705836,-1.27546884204945,-1.61014266530004,-1.68719155319538,-1.06357440771013,1,1,0,0,-2.12604805597568,-1.95234201807836,-1.45219440633858,0.472867044402045,-0.915053652773493,-1.10840304936856,-2.04177695951232,-0.722544231799311,-1.26687776349097,-1.40697599280544,-0.431104162061924,-1.29830373358114,-0.694803314555787,-0.226478506843004,-0.439557202541937,0.000736277273823131,-0.150609089980977,0.0654471144091214
"5","Afghanistan","AFG",36,700,1985,0.567730458960892,0.133197711608772,0.10404659664631,0.0972302550265037,-1.08058212516577,0.176246856021103,0.0601653924815567,0.141733141849551,0,0.244268079339258,0.0678684907697251,0,0,0.550674689134142,0.506888233252798,-2.31973927655334,-2.3146356037088,-1.63755145376811,-2.11211837331942,-0.964461782636961,-0.83757367693893,0.0612543727115481,0.123678952869987,0.0911404737805011,-1.10832937990162,-0.743300702755362,-1.2018696133272,-1.45199262215456,-0.924308223790246,-1.09120112584981,-0.429789945063334,-0.528177601867277,-2.21617781821522,-2.65721313705836,-1.27546884204945,-1.61014266530004,-1.68719155319538,-1.06357440771013,1,1,0,0,-2.12604805597568,-1.95234201807836,-1.45219440633858,0.472867044402045,-0.915053652773493,-1.10840304936856,-2.04177695951232,-0.722544231799311,-1.26687776349097,-1.40697599280544,-0.431104162061924,-1.29830373358114,-0.694803314555787,-0.226478506843004,-0.439557202541937,0.000736277273823131,-0.150609089980977,0.0654471144091214
"6","Afghanistan","AFG",36,700,1986,0.568591613715808,0.133756076002144,0.10404659664631,0.0972302550265037,-1.08972696915906,0.176246856021103,0.0601653924815567,0.141733141849551,0,0.246007225407175,0.0678684907697251,0,0,0.550674689134142,0.506888233252798,-2.31973927655334,-2.3146356037088,-1.63755145376811,-2.11211837331942,-0.964461782636961,-0.83757367693893,0.0612543727115481,0.123678952869987,0.0911404737805011,-1.12518384221217,-0.758410696766495,-1.21097131024931,-1.45199262215456,-0.924308223790246,-1.09120112584981,-0.429789945063334,-0.528177601867277,-2.21617781821522,-2.65721313705836,-1.27546884204945,-1.61014266530004,-1.68719155319538,-1.06357440771013,1,1,0,0,-2.12604805597568,-1.95234201807836,-1.45219440633858,0.472867044402045,-0.915053652773493,-1.10840304936856,-2.04177695951232,-0.722544231799311,-1.26687776349097,-1.40697599280544,-0.431104162061924,-1.29830373358114,-0.713002795414579,-0.226478506843004,-0.439557202541937,0.000736277273823131,-0.150609089980977,0.0654471144091214
"7","Afghanistan","AFG",36,700,1987,0.568591613715808,0.133756076002144,0.0998563488485321,0.0967200804307928,-1.08577392851668,0.176246856021103,0.0601653924815567,0.140252340975337,0,0.246007225407175,0.0678684907697251,0,0,0.550674689134142,0.506888233252798,-2.32150836444377,-2.3146356037088,-1.63755145376811,-2.11211837331942,-0.964461782636961,-0.83757367693893,0.0718215867122788,0.123678952869987,0.0820330593207921,-1.11608482010249,-0.755590461522232,-1.21119054603382,-1.45199262215456,-0.924308223790246,-1.09120112584981,-0.429789945063334,-0.528177601867277,-2.21617781821522,-2.65721313705836,-1.27546884204945,-1.61014266530004,-1.5342500495943,-1.23750773361879,1,1,0,0,-2.20048440302679,-1.95234201807836,-1.45219440633858,0.472867044402045,-0.915053652773493,-1.10840304936856,-2.04177695951232,-0.722544231799311,-1.26687776349097,-1.40697599280544,-0.431104162061924,-1.29830373358114,-0.713002795414579,-0.226478506843004,-0.439557202541937,0.000736277273823131,-0.150609089980977,0.0654471144091214
"8","Afghanistan","AFG",36,700,1988,0.568591613715808,0.139828238249598,0.106074631885477,0.0956049888369817,-0.891238311767866,0.176246856021103,0.0601653924815567,0.140252340975337,0,0.247077393230326,0.0674480266846601,0.0967714565579132,0,0.550674689134142,0.506888233252798,-2.32150836444377,-2.3146356037088,-1.63755145376811,-1.86514942502757,-1.07247821098485,-0.83757367693893,0.0726098805450645,0.123678952869987,0.0844270829343284,-0.286582929078464,-0.759674936342266,-1.18747085706209,-1.45199262215456,-0.924308223790246,-1.09120112584981,-0.429789945063334,-0.528177601867277,-2.21617781821522,-2.65721313705836,-1.27546884204945,-1.61014266530004,-1.5342500495943,-1.23750773361879,1,1,0,0,-2.20048440302679,-1.95234201807836,-1.45219440633858,0.472867044402045,-0.828588319937571,-1.10840304936856,-2.04177695951232,-0.722544231799311,-1.26687776349097,-1.40697599280544,-0.431104162061924,-1.29830373358114,-0.713002795414579,-0.226478506843004,-0.439557202541937,0.000736277273823131,-0.150609089980977,0.0654471144091214
"9","Afghanistan","AFG",36,700,1989,0.569736421123542,0.144597670430893,0.106074631885477,0.0967648367133621,-0.879588383596563,0.176246856021103,0.0710201156256457,0.140252340975337,0,0.247077393230326,0.0736054922734473,0.0716939817305934,0,0.550674689134142,0.506888233252798,-2.32150836444377,-2.3146356037088,-1.63755145376811,-1.86514942502757,-1.07247821098485,-0.83757367693893,0.0698061092939374,0.123678952869987,0.0913480774563235,-0.285419934526886,-0.752556748419239,-1.17175019389472,-1.45199262215456,-0.924308223790246,-1.09120112584981,-0.429789945063334,-0.528177601867277,-2.21617781821522,-2.65721313705836,-1.01277086477962,-1.61014266530004,-1.5342500495943,-1.23750773361879,1,1,0,0,-2.20048440302679,-1.95234201807836,-1.45219440633858,0.472867044402045,-0.828588319937571,-1.10840304936856,-2.04177695951232,-0.722544231799311,-1.26687776349097,-1.40697599280544,-0.431104162061924,-1.29830373358114,-0.713002795414579,-0.226478506843004,-0.439557202541937,0.000736277273823131,-0.150609089980977,0.0753417038413334
"10","Afghanistan","AFG",36,700,1990,0.565041509197231,0.143958908368005,0.0864475258025692,0.0813907597370063,-0.941031591633897,0.0878473713269125,0.0710201156256457,0.173941132282165,0,0.227033902885669,0.0674870005414714,0.0653677963476048,0,0.550674689134142,0.506888233252798,-2.32150836444377,-2.3146356037088,-1.63755145376811,-2.08745775572765,-1.42761987098906,-1.21552525960121,0.0497908881918901,0.103227877454317,0.0742499614217669,-0.329267140248015,-0.753548414364549,-1.19675645710758,-1.89365062091714,-1.25428463244071,-1.3993787772983,-1.13427509614564,-1.51666397450275,-2.21617781821522,-2.65721313705836,-1.01277086477962,-1.27374109452574,-1.5342500495943,-1.23750773361879,1,1,0,0,-2.10981134324525,-1.95234201807836,-1.45219440633858,0.472867044402045,-0.828588319937571,-1.10840304936856,-2.06230205299026,-0.995812029429771,-1.26687776349097,-1.90203139536098,-1.54590466468335,-1.07937355127007,-0.625453974458334,-0.226478506843004,-0.439557202541937,0.000736277273823131,-0.150609089980977,0.0753417038413334
